
Récapitulatif de mes puissances atteintes en W

Date et heure de relève par le distributeur;Puissance atteinte (W);Nature de la donnée
19:30:00;60;Réelle
19:00:00;30;Réelle
18:30:00;64;Réelle
18:00:00;34;Réelle
17:30:00;60;Réelle
17:00:00;42;Réelle
16:30:00;50;Réelle
16:00:00;48;Réelle
15:30:00;50;Réelle
15:00:00;60;Réelle
14:30:00;56;Réelle
14:00:00;66;Réelle
13:30:00;66;Réelle
13:00:00;76;Réelle
12:30:00;176;Réelle
12:00:00;70;Réelle
11:30:00;54;Réelle
11:00:00;60;Réelle
10:30:00;54;Réelle
10:00:00;36;Réelle
09:30:00;58;Réelle
09:00:00;32;Réelle
08:30:00;60;Réelle
08:00:00;40;Réelle
07:30:00;70;Réelle
07:00:00;44;Réelle
06:30:00;54;Réelle
06:00:00;38;Réelle
05:30:00;48;Réelle
05:00:00;44;Réelle
04:30:00;44;Réelle
04:00:00;52;Réelle
03:30:00;36;Réelle
03:00:00;58;Réelle
02:30:00;32;Réelle
02:00:00;60;Réelle
01:30:00;30;Réelle
01:00:00;60;Réelle
00:30:00;52;Réelle

17/04/2023;;
00:00:00;86;Réelle
23:30:00;90;Réelle
23:00:00;72;Réelle
22:30:00;66;Réelle
22:00:00;80;Réelle
21:30:00;80;Réelle
21:00:00;82;Réelle
20:30:00;140;Réelle
20:00:00;126;Réelle
19:30:00;66;Réelle
19:00:00;58;Réelle
18:30:00;48;Réelle
18:00:00;64;Réelle
17:30:00;40;Réelle
17:00:00;72;Réelle
16:30:00;42;Réelle
16:00:00;72;Réelle
15:30:00;44;Réelle
15:00:00;76;Réelle
14:30:00;52;Réelle
14:00:00;172;Réelle
13:30:00;516;Réelle
13:00:00;50;Réelle
12:30:00;54;Réelle
12:00:00;50;Réelle
11:30:00;74;Réelle
11:00:00;160;Réelle
10:30:00;218;Réelle
10:00:00;224;Réelle
09:30:00;1162;Réelle
09:00:00;452;Réelle
08:30:00;64;Réelle
08:00:00;28;Réelle
07:30:00;56;Réelle
07:00:00;32;Réelle
06:30:00;52;Réelle
06:00:00;36;Réelle
05:30:00;48;Réelle
05:00:00;38;Réelle
04:30:00;50;Réelle
04:00:00;40;Réelle
03:30:00;50;Réelle
03:00:00;60;Réelle
02:30:00;64;Réelle
02:00:00;98;Réelle
01:30:00;154;Réelle
01:00:00;66;Réelle
00:30:00;64;Réelle

16/04/2023;;
00:00:00;38;Réelle
23:30:00;66;Réelle
23:00:00;66;Réelle
22:30:00;36;Réelle
22:00:00;90;Réelle
21:30:00;114;Réelle
21:00:00;246;Réelle
20:30:00;138;Réelle
20:00:00;156;Réelle
19:30:00;162;Réelle
19:00:00;268;Réelle
18:30:00;912;Réelle
18:00:00;422;Réelle
17:30:00;748;Réelle
17:00:00;1540;Réelle
16:30:00;1452;Réelle
16:00:00;826;Réelle
15:30:00;620;Réelle
15:00:00;1170;Réelle
14:30:00;130;Réelle
14:00:00;126;Réelle
13:30:00;78;Réelle
13:00:00;36;Réelle
12:30:00;48;Réelle
12:00:00;34;Réelle
11:30:00;62;Réelle
11:00:00;56;Réelle
10:30:00;94;Réelle
10:00:00;78;Réelle
09:30:00;72;Réelle
09:00:00;30;Réelle
08:30:00;60;Réelle
08:00:00;36;Réelle
07:30:00;62;Réelle
07:00:00;32;Réelle
06:30:00;66;Réelle
06:00:00;38;Réelle
05:30:00;56;Réelle
05:00:00;28;Réelle
04:30:00;54;Réelle
04:00:00;30;Réelle
03:30:00;50;Réelle
03:00:00;32;Réelle
02:30:00;48;Réelle
02:00:00;40;Réelle
01:30:00;46;Réelle
01:00:00;32;Réelle
00:30:00;46;Réelle

15/04/2023;;
00:00:00;36;Réelle
23:30:00;48;Réelle
23:00:00;62;Réelle
22:30:00;148;Réelle
22:00:00;150;Réelle
21:30:00;56;Réelle
21:00:00;24;Réelle
20:30:00;56;Réelle
20:00:00;28;Réelle
19:30:00;54;Réelle
19:00:00;40;Réelle
18:30:00;56;Réelle
18:00:00;42;Réelle
17:30:00;54;Réelle
17:00:00;44;Réelle
16:30:00;50;Réelle
16:00:00;58;Réelle
15:30:00;982;Réelle
15:00:00;644;Réelle
14:30:00;1220;Réelle
14:00:00;82;Réelle
13:30:00;384;Réelle
13:00:00;60;Réelle
12:30:00;38;Réelle
12:00:00;56;Réelle
11:30:00;44;Réelle
11:00:00;54;Réelle
10:30:00;50;Réelle
10:00:00;50;Réelle
09:30:00;70;Réelle
09:00:00;154;Réelle
08:30:00;62;Réelle
08:00:00;64;Réelle
07:30:00;184;Réelle
07:00:00;66;Réelle
06:30:00;56;Réelle
06:00:00;38;Réelle
05:30:00;74;Réelle
05:00:00;40;Réelle
04:30:00;60;Réelle
04:00:00;38;Réelle
03:30:00;50;Réelle
03:00:00;48;Réelle
02:30:00;42;Réelle
02:00:00;58;Réelle
01:30:00;42;Réelle
01:00:00;86;Réelle
00:30:00;52;Réelle

14/04/2023;;
00:00:00;92;Réelle
23:30:00;74;Réelle
23:00:00;150;Réelle
22:30:00;200;Réelle
22:00:00;170;Réelle
21:30:00;148;Réelle
21:00:00;114;Réelle
20:30:00;122;Réelle
20:00:00;254;Réelle
19:30:00;220;Réelle
19:00:00;214;Réelle
18:30:00;130;Réelle
18:00:00;108;Réelle
17:30:00;232;Réelle
17:00:00;124;Réelle
16:30:00;118;Réelle
16:00:00;134;Réelle
15:30:00;108;Réelle
15:00:00;132;Réelle
14:30:00;150;Réelle
14:00:00;272;Réelle
13:30:00;308;Réelle
13:00:00;424;Réelle
12:30:00;1646;Réelle
12:00:00;214;Réelle
11:30:00;24;Réelle
11:00:00;58;Réelle
10:30:00;34;Réelle
10:00:00;56;Réelle
09:30:00;48;Réelle
09:00:00;50;Réelle
08:30:00;42;Réelle
08:00:00;36;Réelle
07:30:00;48;Réelle
07:00:00;50;Réelle
06:30:00;60;Réelle
06:00:00;26;Réelle
05:30:00;56;Réelle
05:00:00;26;Réelle
04:30:00;52;Réelle
04:00:00;34;Réelle
03:30:00;46;Réelle
03:00:00;40;Réelle
02:30:00;42;Réelle
02:00:00;46;Réelle
01:30:00;34;Réelle
01:00:00;54;Réelle
00:30:00;28;Réelle

13/04/2023;;
00:00:00;64;Réelle
23:30:00;28;Réelle
23:00:00;62;Réelle
22:30:00;70;Réelle
22:00:00;86;Réelle
21:30:00;184;Réelle
21:00:00;68;Réelle
20:30:00;46;Réelle
20:00:00;42;Réelle
19:30:00;36;Réelle
19:00:00;50;Réelle
18:30:00;28;Réelle
18:00:00;56;Réelle
17:30:00;26;Réelle
17:00:00;52;Réelle
16:30:00;34;Réelle
16:00:00;44;Réelle
15:30:00;44;Réelle
15:00:00;34;Réelle
14:30:00;54;Réelle
14:00:00;24;Réelle
13:30:00;56;Réelle
13:00:00;28;Réelle
12:30:00;50;Réelle
12:00:00;36;Réelle
11:30:00;42;Réelle
11:00:00;44;Réelle
10:30:00;34;Réelle
10:00:00;50;Réelle
09:30:00;28;Réelle
09:00:00;56;Réelle
08:30:00;26;Réelle
08:00:00;60;Réelle
07:30:00;130;Réelle
07:00:00;112;Réelle
06:30:00;146;Réelle
06:00:00;38;Réelle
05:30:00;48;Réelle
05:00:00;30;Réelle
04:30:00;54;Réelle
04:00:00;26;Réelle
03:30:00;56;Réelle
03:00:00;26;Réelle
02:30:00;52;Réelle
02:00:00;34;Réelle
01:30:00;44;Réelle
01:00:00;42;Réelle
00:30:00;36;Réelle

12/04/2023;;
00:00:00;48;Réelle
23:30:00;30;Réelle
23:00:00;56;Réelle
22:30:00;26;Réelle
22:00:00;64;Réelle
21:30:00;34;Réelle
21:00:00;58;Réelle
20:30:00;38;Réelle
20:00:00;42;Réelle
19:30:00;42;Réelle
19:00:00;38;Réelle
18:30:00;48;Réelle
18:00:00;30;Réelle
17:30:00;56;Réelle
17:00:00;24;Réelle
16:30:00;56;Réelle
16:00:00;28;Réelle
15:30:00;52;Réelle
15:00:00;36;Réelle
14:30:00;46;Réelle
14:00:00;42;Réelle
13:30:00;44;Réelle
13:00:00;56;Réelle
12:30:00;62;Réelle
12:00:00;102;Réelle
11:30:00;142;Réelle
11:00:00;56;Réelle
10:30:00;28;Réelle
10:00:00;50;Réelle
09:30:00;44;Réelle
09:00:00;300;Réelle
08:30:00;46;Réelle
08:00:00;40;Réelle
07:30:00;68;Réelle
07:00:00;26;Réelle
06:30:00;58;Réelle
06:00:00;28;Réelle
05:30:00;52;Réelle
05:00:00;38;Réelle
04:30:00;44;Réelle
04:00:00;46;Réelle
03:30:00;38;Réelle
03:00:00;58;Réelle
02:30:00;38;Réelle
02:00:00;76;Réelle
01:30:00;146;Réelle
01:00:00;172;Réelle
00:30:00;156;Réelle

11/04/2023;;
00:00:00;164;Réelle
23:30:00;166;Réelle
23:00:00;154;Réelle
22:30:00;174;Réelle
22:00:00;146;Réelle
21:30:00;168;Réelle
21:00:00;196;Réelle
20:30:00;122;Réelle
20:00:00;104;Réelle
19:30:00;116;Réelle
19:00:00;130;Réelle
18:30:00;130;Réelle
18:00:00;148;Réelle
17:30:00;146;Réelle
17:00:00;260;Réelle
16:30:00;70;Réelle
16:00:00;28;Réelle
15:30:00;52;Réelle
15:00:00;38;Réelle
14:30:00;42;Réelle
14:00:00;48;Réelle
13:30:00;34;Réelle
13:00:00;60;Réelle
12:30:00;36;Réelle
12:00:00;90;Réelle
11:30:00;92;Réelle
11:00:00;88;Réelle
10:30:00;56;Réelle
10:00:00;90;Réelle
09:30:00;56;Réelle
09:00:00;24;Réelle
08:30:00;56;Réelle
08:00:00;30;Réelle
07:30:00;62;Réelle
07:00:00;172;Réelle
06:30:00;40;Réelle
06:00:00;50;Réelle
05:30:00;32;Réelle
05:00:00;58;Réelle
04:30:00;26;Réelle
04:00:00;56;Réelle
03:30:00;34;Réelle
03:00:00;52;Réelle
02:30:00;42;Réelle
02:00:00;50;Réelle
01:30:00;44;Réelle
01:00:00;58;Réelle
00:30:00;136;Réelle

10/04/2023;;
00:00:00;196;Réelle
23:30:00;290;Réelle
23:00:00;208;Réelle
22:30:00;192;Réelle
22:00:00;400;Réelle
21:30:00;480;Réelle
21:00:00;470;Réelle
20:30:00;166;Réelle
20:00:00;182;Réelle
19:30:00;190;Réelle
19:00:00;150;Réelle
18:30:00;170;Réelle
18:00:00;174;Réelle
17:30:00;142;Réelle
17:00:00;172;Réelle
16:30:00;138;Réelle
16:00:00;180;Réelle
15:30:00;150;Réelle
15:00:00;178;Réelle
14:30:00;178;Réelle
14:00:00;218;Réelle
13:30:00;268;Réelle
13:00:00;70;Réelle
12:30:00;68;Réelle
12:00:00;992;Réelle
11:30:00;490;Réelle
11:00:00;60;Réelle
10:30:00;88;Réelle
10:00:00;144;Réelle
09:30:00;180;Réelle
09:00:00;108;Réelle
08:30:00;282;Réelle
08:00:00;58;Réelle
07:30:00;54;Réelle
07:00:00;32;Réelle
06:30:00;52;Réelle
06:00:00;50;Réelle
05:30:00;34;Réelle
05:00:00;58;Réelle
04:30:00;26;Réelle
04:00:00;66;Réelle
03:30:00;30;Réelle
03:00:00;60;Réelle
02:30:00;60;Réelle
02:00:00;66;Réelle
01:30:00;176;Réelle
01:00:00;58;Réelle
00:30:00;98;Réelle

09/04/2023;;
00:00:00;164;Réelle
23:30:00;256;Réelle
23:00:00;580;Réelle
22:30:00;1138;Réelle
22:00:00;266;Réelle
21:30:00;208;Réelle
21:00:00;156;Réelle
20:30:00;178;Réelle
20:00:00;152;Réelle
19:30:00;168;Réelle
19:00:00;160;Réelle
18:30:00;132;Réelle
18:00:00;54;Réelle
17:30:00;70;Réelle
17:00:00;86;Réelle
16:30:00;96;Réelle
16:00:00;694;Réelle
15:30:00;2276;Réelle
15:00:00;2862;Réelle
14:30:00;1986;Réelle
14:00:00;358;Réelle
13:30:00;44;Réelle
13:00:00;58;Réelle
12:30:00;32;Réelle
12:00:00;62;Réelle
11:30:00;38;Réelle
11:00:00;56;Réelle
10:30:00;314;Réelle
10:00:00;236;Réelle
09:30:00;44;Réelle
09:00:00;56;Réelle
08:30:00;40;Réelle
08:00:00;48;Réelle
07:30:00;46;Réelle
07:00:00;48;Réelle
06:30:00;60;Réelle
06:00:00;46;Réelle
05:30:00;52;Réelle
05:00:00;38;Réelle
04:30:00;62;Réelle
04:00:00;64;Réelle
03:30:00;126;Réelle
03:00:00;106;Réelle
02:30:00;54;Réelle
02:00:00;32;Réelle
01:30:00;58;Réelle
01:00:00;48;Réelle
00:30:00;60;Réelle

08/04/2023;;
00:00:00;32;Réelle
23:30:00;60;Réelle
23:00:00;52;Réelle
22:30:00;56;Réelle
22:00:00;56;Réelle
21:30:00;54;Réelle
21:00:00;84;Réelle
20:30:00;34;Réelle
20:00:00;58;Réelle
19:30:00;46;Réelle
19:00:00;50;Réelle
18:30:00;82;Réelle
18:00:00;92;Réelle
17:30:00;176;Réelle
17:00:00;98;Réelle
16:30:00;80;Réelle
16:00:00;46;Réelle
15:30:00;76;Réelle
15:00:00;50;Réelle
14:30:00;68;Réelle
14:00:00;68;Réelle
13:30:00;70;Réelle
13:00:00;104;Réelle
12:30:00;92;Réelle
12:00:00;216;Réelle
11:30:00;308;Réelle
11:00:00;252;Réelle
10:30:00;36;Réelle
10:00:00;62;Réelle
09:30:00;36;Réelle
09:00:00;52;Réelle
08:30:00;44;Réelle
08:00:00;48;Réelle
07:30:00;46;Réelle
07:00:00;46;Réelle
06:30:00;48;Réelle
06:00:00;46;Réelle
05:30:00;54;Réelle
05:00:00;40;Réelle
04:30:00;62;Réelle
04:00:00;34;Réelle
03:30:00;64;Réelle
03:00:00;36;Réelle
02:30:00;62;Réelle
02:00:00;56;Réelle
01:30:00;62;Réelle
01:00:00;90;Réelle
00:30:00;88;Réelle

07/04/2023;;
00:00:00;198;Réelle
23:30:00;84;Réelle
23:00:00;80;Réelle
22:30:00;60;Réelle
22:00:00;90;Réelle
21:30:00;166;Réelle
21:00:00;84;Réelle
20:30:00;58;Réelle
20:00:00;70;Réelle
19:30:00;68;Réelle
19:00:00;68;Réelle
18:30:00;110;Réelle
18:00:00;122;Réelle
17:30:00;176;Réelle
17:00:00;118;Réelle
16:30:00;164;Réelle
16:00:00;132;Réelle
15:30:00;156;Réelle
15:00:00;200;Réelle
14:30:00;210;Réelle
14:00:00;274;Réelle
13:30:00;176;Réelle
13:00:00;170;Réelle
12:30:00;980;Réelle
12:00:00;144;Réelle
11:30:00;252;Réelle
11:00:00;76;Réelle
10:30:00;64;Réelle
10:00:00;32;Réelle
09:30:00;58;Réelle
09:00:00;34;Réelle
08:30:00;56;Réelle
08:00:00;40;Réelle
07:30:00;50;Réelle
07:00:00;42;Réelle
06:30:00;48;Réelle
06:00:00;48;Réelle
05:30:00;44;Réelle
05:00:00;56;Réelle
04:30:00;50;Réelle
04:00:00;62;Réelle
03:30:00;38;Réelle
03:00:00;70;Réelle
02:30:00;40;Réelle
02:00:00;64;Réelle
01:30:00;40;Réelle
01:00:00;82;Réelle
00:30:00;76;Réelle

06/04/2023;;
00:00:00;88;Réelle
23:30:00;78;Réelle
23:00:00;82;Réelle
22:30:00;318;Réelle
22:00:00;40;Réelle
21:30:00;70;Réelle
21:00:00;32;Réelle
20:30:00;52;Réelle
20:00:00;36;Réelle
19:30:00;50;Réelle
19:00:00;40;Réelle
18:30:00;46;Réelle
18:00:00;42;Réelle
17:30:00;44;Réelle
17:00:00;46;Réelle
16:30:00;40;Réelle
16:00:00;50;Réelle
15:30:00;36;Réelle
15:00:00;52;Réelle
14:30:00;34;Réelle
14:00:00;54;Réelle
13:30:00;32;Réelle
13:00:00;58;Réelle
12:30:00;28;Réelle
12:00:00;58;Réelle
11:30:00;28;Réelle
11:00:00;58;Réelle
10:30:00;30;Réelle
10:00:00;66;Réelle
09:30:00;40;Réelle
09:00:00;62;Réelle
08:30:00;38;Réelle
08:00:00;172;Réelle
07:30:00;50;Réelle
07:00:00;50;Réelle
06:30:00;42;Réelle
06:00:00;48;Réelle
05:30:00;46;Réelle
05:00:00;44;Réelle
04:30:00;48;Réelle
04:00:00;46;Réelle
03:30:00;56;Réelle
03:00:00;44;Réelle
02:30:00;60;Réelle
02:00:00;40;Réelle
01:30:00;64;Réelle
01:00:00;40;Réelle
00:30:00;68;Réelle

05/04/2023;;
00:00:00;76;Réelle
23:30:00;102;Réelle
23:00:00;226;Réelle
22:30:00;32;Réelle
22:00:00;56;Réelle
21:30:00;32;Réelle
21:00:00;62;Réelle
20:30:00;28;Réelle
20:00:00;52;Réelle
19:30:00;30;Réelle
19:00:00;50;Réelle
18:30:00;34;Réelle
18:00:00;46;Réelle
17:30:00;36;Réelle
17:00:00;44;Réelle
16:30:00;40;Réelle
16:00:00;40;Réelle
15:30:00;44;Réelle
15:00:00;36;Réelle
14:30:00;48;Réelle
14:00:00;34;Réelle
13:30:00;48;Réelle
13:00:00;32;Réelle
12:30:00;52;Réelle
12:00:00;28;Réelle
11:30:00;54;Réelle
11:00:00;26;Réelle
10:30:00;58;Réelle
10:00:00;26;Réelle
09:30:00;56;Réelle
09:00:00;30;Réelle
08:30:00;56;Réelle
08:00:00;128;Réelle
07:30:00;140;Réelle
07:00:00;32;Réelle
06:30:00;56;Réelle
06:00:00;36;Réelle
05:30:00;54;Réelle
05:00:00;36;Réelle
04:30:00;52;Réelle
04:00:00;40;Réelle
03:30:00;50;Réelle
03:00:00;44;Réelle
02:30:00;46;Réelle
02:00:00;56;Réelle
01:30:00;50;Réelle
01:00:00;58;Réelle
00:30:00;54;Réelle

04/04/2023;;
00:00:00;84;Réelle
23:30:00;94;Réelle
23:00:00;204;Réelle
22:30:00;104;Réelle
22:00:00;222;Réelle
21:30:00;50;Réelle
21:00:00;76;Réelle
20:30:00;26;Réelle
20:00:00;54;Réelle
19:30:00;24;Réelle
19:00:00;54;Réelle
18:30:00;26;Réelle
18:00:00;54;Réelle
17:30:00;28;Réelle
17:00:00;52;Réelle
16:30:00;28;Réelle
16:00:00;50;Réelle
15:30:00;32;Réelle
15:00:00;48;Réelle
14:30:00;34;Réelle
14:00:00;46;Réelle
13:30:00;34;Réelle
13:00:00;46;Réelle
12:30:00;36;Réelle
12:00:00;42;Réelle
11:30:00;40;Réelle
11:00:00;40;Réelle
10:30:00;42;Réelle
10:00:00;40;Réelle
09:30:00;50;Réelle
09:00:00;42;Réelle
08:30:00;64;Réelle
08:00:00;164;Réelle
07:30:00;182;Réelle
07:00:00;60;Réelle
06:30:00;36;Réelle
06:00:00;52;Réelle
05:30:00;40;Réelle
05:00:00;52;Réelle
04:30:00;42;Réelle
04:00:00;52;Réelle
03:30:00;44;Réelle
03:00:00;50;Réelle
02:30:00;48;Réelle
02:00:00;52;Réelle
01:30:00;58;Réelle
01:00:00;60;Réelle
00:30:00;58;Réelle

03/04/2023;;
00:00:00;56;Réelle
23:30:00;62;Réelle
23:00:00;62;Réelle
22:30:00;76;Réelle
22:00:00;54;Réelle
21:30:00;64;Réelle
21:00:00;106;Réelle
20:30:00;106;Réelle
20:00:00;104;Réelle
19:30:00;70;Réelle
19:00:00;38;Réelle
18:30:00;64;Réelle
18:00:00;36;Réelle
17:30:00;70;Réelle
17:00:00;32;Réelle
16:30:00;72;Réelle
16:00:00;50;Réelle
15:30:00;62;Réelle
15:00:00;66;Réelle
14:30:00;206;Réelle
14:00:00;1034;Réelle
13:30:00;1184;Réelle
13:00:00;32;Réelle
12:30:00;50;Réelle
12:00:00;32;Réelle
11:30:00;50;Réelle
11:00:00;46;Réelle
10:30:00;60;Réelle
10:00:00;66;Réelle
09:30:00;98;Réelle
09:00:00;44;Réelle
08:30:00;50;Réelle
08:00:00;46;Réelle
07:30:00;42;Réelle
07:00:00;42;Réelle
06:30:00;42;Réelle
06:00:00;44;Réelle
05:30:00;42;Réelle
05:00:00;54;Réelle
04:30:00;50;Réelle
04:00:00;58;Réelle
03:30:00;46;Réelle
03:00:00;58;Réelle
02:30:00;38;Réelle
02:00:00;56;Réelle
01:30:00;36;Réelle
01:00:00;66;Réelle
00:30:00;42;Réelle

02/04/2023;;
00:00:00;62;Réelle
23:30:00;34;Réelle
23:00:00;62;Réelle
22:30:00;36;Réelle
22:00:00;74;Réelle
21:30:00;52;Réelle
21:00:00;80;Réelle
20:30:00;86;Réelle
20:00:00;142;Réelle
19:30:00;144;Réelle
19:00:00;36;Réelle
18:30:00;54;Réelle
18:00:00;30;Réelle
17:30:00;54;Réelle
17:00:00;30;Réelle
16:30:00;56;Réelle
16:00:00;28;Réelle
15:30:00;58;Réelle
15:00:00;30;Réelle
14:30:00;56;Réelle
14:00:00;30;Réelle
13:30:00;56;Réelle
13:00:00;30;Réelle
12:30:00;60;Réelle
12:00:00;32;Réelle
11:30:00;58;Réelle
11:00:00;32;Réelle
10:30:00;66;Réelle
10:00:00;40;Réelle
09:30:00;68;Réelle
09:00:00;42;Réelle
08:30:00;64;Réelle
08:00:00;38;Réelle
07:30:00;66;Réelle
07:00:00;36;Réelle
06:30:00;66;Réelle
06:00:00;38;Réelle
05:30:00;64;Réelle
05:00:00;38;Réelle
04:30:00;66;Réelle
04:00:00;38;Réelle
03:30:00;66;Réelle
03:00:00;38;Réelle
02:30:00;66;Réelle
02:00:00;40;Réelle
01:30:00;66;Réelle
01:00:00;64;Réelle
00:30:00;72;Réelle

01/04/2023;;
00:00:00;126;Réelle
23:30:00;112;Réelle
23:00:00;58;Réelle
22:30:00;30;Réelle
22:00:00;58;Réelle
21:30:00;30;Réelle
21:00:00;58;Réelle
20:30:00;34;Réelle
20:00:00;54;Réelle
19:30:00;36;Réelle
19:00:00;52;Réelle
18:30:00;38;Réelle
18:00:00;54;Réelle
17:30:00;38;Réelle
17:00:00;54;Réelle
16:30:00;38;Réelle
16:00:00;54;Réelle
15:30:00;38;Réelle
15:00:00;52;Réelle
14:30:00;40;Réelle
14:00:00;52;Réelle
13:30:00;38;Réelle
13:00:00;54;Réelle
12:30:00;38;Réelle
12:00:00;54;Réelle
11:30:00;38;Réelle
11:00:00;52;Réelle
10:30:00;40;Réelle
10:00:00;52;Réelle
09:30:00;50;Réelle
09:00:00;426;Réelle
08:30:00;464;Réelle
08:00:00;324;Réelle
07:30:00;348;Réelle
07:00:00;564;Réelle
06:30:00;468;Réelle
06:00:00;334;Réelle
05:30:00;412;Réelle
05:00:00;484;Réelle
04:30:00;306;Réelle
04:00:00;336;Réelle
03:30:00;514;Réelle
03:00:00;396;Réelle
02:30:00;316;Réelle
02:00:00;416;Réelle
01:30:00;488;Réelle
01:00:00;350;Réelle
00:30:00;312;Réelle

30/03/2023;;
00:00:00;72;Réelle
23:30:00;56;Réelle
23:00:00;72;Réelle
22:30:00;60;Réelle
22:00:00;80;Réelle
21:30:00;94;Réelle
21:00:00;110;Réelle
20:30:00;70;Réelle
20:00:00;44;Réelle
19:30:00;46;Réelle
19:00:00;42;Réelle
18:30:00;48;Réelle
18:00:00;38;Réelle
17:30:00;52;Réelle
17:00:00;36;Réelle
16:30:00;56;Réelle
16:00:00;30;Réelle
15:30:00;58;Réelle
15:00:00;30;Réelle
14:30:00;58;Réelle
14:00:00;30;Réelle
13:30:00;58;Réelle
13:00:00;36;Réelle
12:30:00;50;Réelle
12:00:00;40;Réelle
11:30:00;52;Réelle
11:00:00;38;Réelle
10:43:02;424;Réelle
10:30:00;60;Réelle
10:00:00;42;Réelle
09:30:00;64;Réelle
09:00:00;72;Réelle
08:30:00;154;Réelle
08:00:00;94;Réelle
07:30:00;62;Réelle
07:00:00;56;Réelle
06:30:00;50;Réelle
06:00:00;42;Réelle
05:30:00;56;Réelle
05:00:00;44;Réelle
04:30:00;56;Réelle
04:00:00;44;Réelle
03:30:00;64;Réelle
03:00:00;42;Réelle
02:30:00;66;Réelle
02:00:00;36;Réelle
01:30:00;68;Réelle
01:00:00;40;Réelle
00:30:00;78;Réelle

29/03/2023;;
00:00:00;80;Réelle
23:30:00;410;Réelle
23:00:00;728;Réelle
22:30:00;386;Réelle
22:00:00;1174;Réelle
21:30:00;58;Réelle
21:00:00;1142;Réelle
20:30:00;154;Réelle
20:00:00;74;Réelle
19:30:00;150;Réelle
19:00:00;94;Réelle
18:30:00;60;Réelle
18:00:00;42;Réelle
17:30:00;44;Réelle
17:00:00;44;Réelle
16:30:00;52;Réelle
16:00:00;48;Réelle
15:30:00;54;Réelle
15:00:00;46;Réelle
14:30:00;58;Réelle
14:00:00;46;Réelle
13:30:00;54;Réelle
13:00:00;46;Réelle
12:30:00;52;Réelle
12:00:00;48;Réelle
11:30:00;50;Réelle
11:00:00;50;Réelle
10:30:00;48;Réelle
10:00:00;54;Réelle
09:30:00;44;Réelle
09:00:00;56;Réelle
08:30:00;42;Réelle
08:00:00;60;Réelle
07:30:00;40;Réelle
07:00:00;64;Réelle
06:30:00;44;Réelle
06:00:00;62;Réelle
05:30:00;70;Réelle
05:00:00;128;Réelle
04:30:00;130;Réelle
04:00:00;64;Réelle
03:30:00;38;Réelle
03:00:00;66;Réelle
02:30:00;38;Réelle
02:00:00;60;Réelle
01:30:00;42;Réelle
01:00:00;72;Réelle
00:30:00;50;Réelle

28/03/2023;;
00:00:00;80;Réelle
23:30:00;42;Réelle
23:00:00;56;Réelle
22:30:00;42;Réelle
22:00:00;56;Réelle
21:30:00;42;Réelle
21:00:00;54;Réelle
20:30:00;32;Réelle
20:00:00;52;Réelle
19:30:00;30;Réelle
19:00:00;52;Réelle
18:30:00;32;Réelle
18:00:00;54;Réelle
17:30:00;30;Réelle
17:00:00;54;Réelle
16:30:00;30;Réelle
16:00:00;56;Réelle
15:30:00;30;Réelle
15:00:00;56;Réelle
14:30:00;34;Réelle
14:00:00;54;Réelle
13:30:00;46;Réelle
13:00:00;44;Réelle
12:30:00;60;Réelle
12:00:00;58;Réelle
11:30:00;188;Réelle
11:00:00;60;Réelle
10:30:00;36;Réelle
10:00:00;46;Réelle
09:30:00;36;Réelle
09:00:00;48;Réelle
08:30:00;42;Réelle
08:00:00;98;Réelle
07:30:00;40;Réelle
07:00:00;52;Réelle
06:30:00;32;Réelle
06:00:00;54;Réelle
05:30:00;30;Réelle
05:00:00;54;Réelle
04:30:00;32;Réelle
04:00:00;54;Réelle
03:30:00;30;Réelle
03:00:00;56;Réelle
02:30:00;28;Réelle
02:00:00;58;Réelle
01:30:00;28;Réelle
01:00:00;60;Réelle
00:30:00;52;Réelle

27/03/2023;;
00:00:00;176;Réelle
23:30:00;152;Réelle
23:00:00;184;Réelle
22:30:00;122;Réelle
22:00:00;244;Réelle
21:56:04;158;Réelle
21:30:00;874;Réelle
21:00:00;62;Réelle
20:30:00;34;Réelle
20:00:00;62;Réelle
19:30:00;50;Réelle
19:00:00;54;Réelle
18:30:00;68;Réelle
18:00:00;68;Réelle
17:30:00;190;Réelle
17:00:00;82;Réelle
16:30:00;48;Réelle
16:00:00;54;Réelle
15:30:00;46;Réelle
15:00:00;66;Réelle
14:30:00;56;Réelle
14:00:00;52;Réelle
13:30:00;36;Réelle
13:00:00;162;Réelle
12:30:00;104;Réelle
12:00:00;80;Réelle
11:30:00;118;Réelle
11:00:00;138;Réelle
10:30:00;240;Réelle
10:00:00;962;Réelle
09:30:00;736;Réelle
09:00:00;52;Réelle
08:30:00;34;Réelle
08:00:00;54;Réelle
07:30:00;38;Réelle
07:00:00;52;Réelle
06:30:00;56;Réelle
06:00:00;56;Réelle
05:30:00;60;Réelle
05:00:00;60;Réelle
04:30:00;182;Réelle
04:00:00;56;Réelle
03:30:00;40;Réelle
03:00:00;46;Réelle
02:30:00;46;Réelle
02:00:00;42;Réelle
01:30:00;50;Réelle
01:00:00;40;Réelle
00:30:00;60;Réelle

26/03/2023;;
00:00:00;40;Réelle
23:30:00;56;Réelle
23:00:00;50;Réelle
22:30:00;84;Réelle
22:00:00;30;Réelle
