
Récapitulatif de mes puissances atteintes en W

Date et heure de relève par le distributeur;Puissance atteinte (W);Nature de la donnée
18:00:00;30;Réelle
17:30:00;56;Réelle
17:00:00;22;Réelle
16:40:22;98;Réelle
16:30:00;48;Réelle
16:00:00;56;Réelle
15:30:00;34;Réelle
15:00:00;42;Réelle
14:30:00;44;Réelle
14:00:00;34;Réelle
13:30:00;50;Réelle
13:00:00;52;Réelle
12:30:00;22;Réelle
12:00:00;82;Réelle
11:30:00;292;Réelle
11:00:00;172;Réelle
10:30:00;1496;Réelle
10:00:00;820;Réelle
09:30:00;2120;Réelle
09:00:00;142;Réelle
08:30:00;50;Réelle
08:00:00;48;Réelle
07:30:00;66;Réelle
07:00:00;88;Réelle
06:30:00;142;Réelle
06:00:00;64;Réelle
05:30:00;50;Réelle
05:00:00;48;Réelle
04:30:00;30;Réelle
04:00:00;58;Réelle
03:30:00;50;Réelle
03:00:00;88;Réelle
02:30:00;166;Réelle
02:00:00;172;Réelle
01:30:00;140;Réelle
01:00:00;162;Réelle
00:30:00;178;Réelle

14/10/2023;;
00:00:00;156;Réelle
23:30:00;164;Réelle
23:00:00;180;Réelle
22:30:00;600;Réelle
22:00:00;824;Réelle
21:30:00;158;Réelle
21:00:00;148;Réelle
20:30:00;170;Réelle
20:00:00;158;Réelle
19:30:00;660;Réelle
19:00:00;1448;Réelle
18:30:00;146;Réelle
18:00:00;176;Réelle
17:30:00;172;Réelle
17:00:00;284;Réelle
16:30:00;180;Réelle
16:00:00;226;Réelle
15:30:00;1076;Réelle
15:00:00;582;Réelle
14:30:00;174;Réelle
14:00:00;182;Réelle
13:30:00;186;Réelle
13:00:00;910;Réelle
12:30:00;494;Réelle
12:00:00;180;Réelle
11:30:00;158;Réelle
11:00:00;132;Réelle
10:30:00;156;Réelle
10:00:00;222;Réelle
09:30:00;1164;Réelle
09:00:00;74;Réelle
08:30:00;46;Réelle
08:00:00;46;Réelle
07:30:00;62;Réelle
07:00:00;42;Réelle
06:30:00;48;Réelle
06:00:00;62;Réelle
05:30:00;40;Réelle
05:00:00;54;Réelle
04:30:00;48;Réelle
04:00:00;58;Réelle
03:53:24;96;Réelle
03:30:00;74;Réelle
03:00:00;132;Réelle
02:30:00;136;Réelle
02:00:00;86;Réelle
01:30:00;100;Réelle
01:00:00;112;Réelle
00:30:00;86;Réelle

13/10/2023;;
00:00:00;94;Réelle
23:30:00;96;Réelle
23:00:00;60;Réelle
22:30:00;90;Réelle
22:00:00;94;Réelle
21:30:00;58;Réelle
21:00:00;78;Réelle
20:30:00;80;Réelle
20:00:00;52;Réelle
19:30:00;82;Réelle
19:00:00;92;Réelle
18:30:00;60;Réelle
18:00:00;88;Réelle
17:30:00;94;Réelle
17:00:00;82;Réelle
16:30:00;102;Réelle
16:00:00;132;Réelle
15:30:00;122;Réelle
15:00:00;124;Réelle
14:30:00;62;Réelle
14:00:00;70;Réelle
13:30:00;162;Réelle
13:00:00;64;Réelle
12:30:00;80;Réelle
12:00:00;80;Réelle
11:30:00;74;Réelle
11:00:00;62;Réelle
10:30:00;104;Réelle
10:00:00;112;Réelle
09:30:00;80;Réelle
09:00:00;102;Réelle
08:30:00;80;Réelle
08:00:00;72;Réelle
07:30:00;56;Réelle
07:00:00;82;Réelle
06:30:00;70;Réelle
06:00:00;58;Réelle
05:30:00;76;Réelle
05:00:00;78;Réelle
04:30:00;52;Réelle
04:00:00;82;Réelle
03:30:00;78;Réelle
03:00:00;54;Réelle
02:30:00;60;Réelle
02:00:00;56;Réelle
01:30:00;32;Réelle
01:00:00;66;Réelle
00:30:00;38;Réelle

12/10/2023;;
00:00:00;86;Réelle
23:30:00;160;Réelle
23:00:00;202;Réelle
22:30:00;84;Réelle
22:00:00;74;Réelle
21:30:00;76;Réelle
21:00:00;70;Réelle
20:30:00;52;Réelle
20:00:00;36;Réelle
19:30:00;52;Réelle
19:00:00;54;Réelle
18:30:00;26;Réelle
18:00:00;58;Réelle
17:30:00;54;Réelle
17:00:00;24;Réelle
16:30:00;54;Réelle
16:00:00;56;Réelle
15:30:00;28;Réelle
15:06:27;164;Réelle
15:00:00;52;Réelle
14:30:00;58;Réelle
14:00:00;26;Réelle
13:30:00;48;Réelle
13:00:00;58;Réelle
12:30:00;32;Réelle
12:00:00;46;Réelle
11:30:00;58;Réelle
11:00:00;30;Réelle
10:30:00;50;Réelle
10:00:00;60;Réelle
09:30:00;36;Réelle
09:00:00;50;Réelle
08:30:00;62;Réelle
08:00:00;234;Réelle
07:30:00;58;Réelle
07:00:00;50;Réelle
06:30:00;52;Réelle
06:00:00;44;Réelle
05:30:00;52;Réelle
05:00:00;78;Réelle
04:30:00;132;Réelle
04:00:00;108;Réelle
03:30:00;66;Réelle
03:00:00;68;Réelle
02:30:00;64;Réelle
02:00:00;34;Réelle
01:30:00;74;Réelle
01:00:00;38;Réelle
00:30:00;76;Réelle

11/10/2023;;
00:00:00;86;Réelle
23:30:00;78;Réelle
23:00:00;94;Réelle
22:30:00;104;Réelle
22:00:00;44;Réelle
21:30:00;70;Réelle
21:00:00;68;Réelle
20:30:00;52;Réelle
20:00:00;62;Réelle
19:30:00;60;Réelle
19:00:00;34;Réelle
18:30:00;60;Réelle
18:00:00;64;Réelle
17:30:00;164;Réelle
17:00:00;56;Réelle
16:30:00;56;Réelle
16:00:00;52;Réelle
15:30:00;32;Réelle
15:00:00;56;Réelle
14:30:00;28;Réelle
14:00:00;56;Réelle
13:30:00;32;Réelle
13:00:00;50;Réelle
12:30:00;40;Réelle
12:00:00;44;Réelle
11:30:00;48;Réelle
11:00:00;34;Réelle
10:30:00;56;Réelle
10:00:00;26;Réelle
09:30:00;64;Réelle
09:00:00;30;Réelle
08:30:00;54;Réelle
08:00:00;46;Réelle
07:30:00;60;Réelle
07:00:00;58;Réelle
06:30:00;58;Réelle
06:00:00;64;Réelle
05:30:00;34;Réelle
05:00:00;58;Réelle
04:30:00;26;Réelle
04:00:00;58;Réelle
03:30:00;30;Réelle
03:00:00;54;Réelle
02:30:00;36;Réelle
02:19:29;138;Réelle
02:00:00;52;Réelle
01:30:00;44;Réelle
01:00:00;52;Réelle
00:30:00;72;Réelle

10/10/2023;;
00:00:00;224;Réelle
23:30:00;174;Réelle
23:00:00;172;Réelle
22:30:00;180;Réelle
22:00:00;164;Réelle
21:30:00;94;Réelle
21:00:00;58;Réelle
20:30:00;78;Réelle
20:00:00;78;Réelle
19:30:00;50;Réelle
19:00:00;80;Réelle
18:30:00;50;Réelle
18:00:00;78;Réelle
17:30:00;58;Réelle
17:00:00;70;Réelle
16:30:00;64;Réelle
16:00:00;64;Réelle
15:30:00;72;Réelle
15:00:00;58;Réelle
14:30:00;76;Réelle
14:00:00;50;Réelle
13:30:00;78;Réelle
13:00:00;48;Réelle
12:30:00;78;Réelle
12:00:00;56;Réelle
11:30:00;68;Réelle
11:00:00;64;Réelle
10:30:00;64;Réelle
10:00:00;74;Réelle
09:30:00;94;Réelle
09:00:00;132;Réelle
08:30:00;112;Réelle
08:00:00;142;Réelle
07:30:00;140;Réelle
07:00:00;128;Réelle
06:30:00;176;Réelle
06:00:00;166;Réelle
05:30:00;110;Réelle
05:00:00;108;Réelle
04:30:00;92;Réelle
04:00:00;96;Réelle
03:30:00;100;Réelle
03:00:00;90;Réelle
02:30:00;108;Réelle
02:00:00;82;Réelle
01:30:00;112;Réelle
01:00:00;82;Réelle
00:30:00;108;Réelle

09/10/2023;;
00:00:00;92;Réelle
23:30:00;152;Réelle
23:00:00;196;Réelle
22:30:00;184;Réelle
22:00:00;208;Réelle
21:30:00;176;Réelle
21:00:00;208;Réelle
20:30:00;186;Réelle
20:00:00;178;Réelle
19:30:00;88;Réelle
19:00:00;84;Réelle
18:30:00;106;Réelle
18:00:00;124;Réelle
17:30:00;158;Réelle
17:00:00;88;Réelle
16:30:00;104;Réelle
16:00:00;72;Réelle
15:30:00;114;Réelle
15:00:00;72;Réelle
14:30:00;148;Réelle
14:00:00;174;Réelle
13:32:31;100;Réelle
13:30:00;178;Réelle
13:00:00;696;Réelle
12:30:00;270;Réelle
12:00:00;122;Réelle
11:30:00;108;Réelle
11:00:00;114;Réelle
10:30:00;100;Réelle
10:00:00;140;Réelle
09:30:00;110;Réelle
09:00:00;100;Réelle
08:30:00;36;Réelle
08:00:00;50;Réelle
07:30:00;40;Réelle
07:00:00;44;Réelle
06:30:00;48;Réelle
06:00:00;34;Réelle
05:30:00;54;Réelle
05:00:00;30;Réelle
04:30:00;56;Réelle
04:00:00;28;Réelle
03:30:00;56;Réelle
03:00:00;34;Réelle
02:30:00;48;Réelle
02:00:00;42;Réelle
01:30:00;40;Réelle
01:00:00;52;Réelle
00:30:00;32;Réelle

08/10/2023;;
00:00:00;56;Réelle
23:30:00;114;Réelle
23:00:00;142;Réelle
22:30:00;34;Réelle
22:00:00;38;Réelle
21:30:00;58;Réelle
21:00:00;26;Réelle
20:30:00;46;Réelle
20:00:00;56;Réelle
19:30:00;60;Réelle
19:00:00;64;Réelle
18:30:00;134;Réelle
18:00:00;34;Réelle
17:30:00;58;Réelle
17:00:00;28;Réelle
16:30:00;40;Réelle
16:00:00;58;Réelle
15:30:00;20;Réelle
15:00:00;48;Réelle
14:30:00;50;Réelle
14:00:00;22;Réelle
13:30:00;56;Réelle
13:00:00;40;Réelle
12:30:00;28;Réelle
12:00:00;56;Réelle
11:30:00;34;Réelle
11:00:00;36;Réelle
10:30:00;56;Réelle
10:00:00;26;Réelle
09:30:00;42;Réelle
09:00:00;54;Réelle
08:30:00;20;Réelle
08:00:00;52;Réelle
07:30:00;46;Réelle
07:00:00;26;Réelle
06:30:00;54;Réelle
06:00:00;40;Réelle
05:30:00;42;Réelle
05:00:00;44;Réelle
04:30:00;38;Réelle
04:00:00;50;Réelle
03:30:00;32;Réelle
03:00:00;56;Réelle
02:30:00;26;Réelle
02:00:00;56;Réelle
01:30:00;30;Réelle
01:00:00;52;Réelle
00:45:34;96;Réelle
00:30:00;36;Réelle

07/10/2023;;
00:00:00;46;Réelle
23:30:00;44;Réelle
23:00:00;38;Réelle
22:30:00;52;Réelle
22:00:00;32;Réelle
21:30:00;56;Réelle
21:00:00;26;Réelle
20:30:00;64;Réelle
20:00:00;32;Réelle
19:30:00;62;Réelle
19:00:00;70;Réelle
18:30:00;250;Réelle
18:00:00;170;Réelle
17:30:00;166;Réelle
17:00:00;176;Réelle
16:30:00;1640;Réelle
16:00:00;168;Réelle
15:30:00;38;Réelle
15:00:00;56;Réelle
14:30:00;32;Réelle
14:00:00;52;Réelle
13:30:00;50;Réelle
13:00:00;52;Réelle
12:30:00;146;Réelle
12:00:00;150;Réelle
11:30:00;1100;Réelle
11:00:00;630;Réelle
10:30:00;742;Réelle
10:00:00;130;Réelle
09:30:00;162;Réelle
09:00:00;152;Réelle
08:30:00;142;Réelle
08:00:00;52;Réelle
07:30:00;36;Réelle
07:00:00;58;Réelle
06:30:00;30;Réelle
06:00:00;68;Réelle
05:30:00;32;Réelle
05:00:00;68;Réelle
04:30:00;100;Réelle
04:00:00;134;Réelle
03:30:00;58;Réelle
03:00:00;56;Réelle
02:30:00;52;Réelle
02:00:00;36;Réelle
01:30:00;98;Réelle
01:00:00;148;Réelle
00:30:00;178;Réelle

06/10/2023;;
00:00:00;162;Réelle
23:30:00;160;Réelle
23:00:00;180;Réelle
22:30:00;936;Réelle
22:00:00;190;Réelle
21:30:00;174;Réelle
21:00:00;162;Réelle
20:30:00;90;Réelle
20:00:00;60;Réelle
19:30:00;74;Réelle
19:00:00;86;Réelle
18:30:00;178;Réelle
18:00:00;146;Réelle
17:30:00;176;Réelle
17:00:00;146;Réelle
16:30:00;172;Réelle
16:00:00;998;Réelle
15:30:00;172;Réelle
15:00:00;196;Réelle
14:30:00;252;Réelle
14:00:00;352;Réelle
13:30:00;512;Réelle
13:00:00;44;Réelle
12:30:00;56;Réelle
12:00:00;24;Réelle
11:58:36;122;Réelle
11:30:00;52;Réelle
11:00:00;46;Réelle
10:30:00;40;Réelle
10:00:00;66;Réelle
09:30:00;48;Réelle
09:00:00;96;Réelle
08:30:00;88;Réelle
08:00:00;44;Réelle
07:30:00;68;Réelle
07:00:00;80;Réelle
06:30:00;60;Réelle
06:00:00;66;Réelle
05:30:00;80;Réelle
05:00:00;46;Réelle
04:30:00;80;Réelle
04:00:00;70;Réelle
03:30:00;56;Réelle
03:00:00;82;Réelle
02:30:00;58;Réelle
02:00:00;68;Réelle
01:30:00;80;Réelle
01:00:00;48;Réelle
00:30:00;84;Réelle

05/10/2023;;
00:00:00;48;Réelle
23:30:00;56;Réelle
23:00:00;76;Réelle
22:30:00;150;Réelle
22:00:00;92;Réelle
21:30:00;60;Réelle
21:00:00;64;Réelle
20:30:00;60;Réelle
20:00:00;24;Réelle
19:30:00;58;Réelle
19:00:00;72;Réelle
18:30:00;58;Réelle
18:00:00;68;Réelle
17:30:00;50;Réelle
17:00:00;52;Réelle
16:30:00;62;Réelle
16:00:00;32;Réelle
15:30:00;48;Réelle
15:00:00;294;Réelle
14:30:00;70;Réelle
14:00:00;82;Réelle
13:30:00;62;Réelle
13:00:00;66;Réelle
12:30:00;82;Réelle
12:00:00;52;Réelle
11:30:00;80;Réelle
11:00:00;188;Réelle
10:30:00;48;Réelle
10:00:00;74;Réelle
09:30:00;66;Réelle
09:00:00;100;Réelle
08:30:00;134;Réelle
08:00:00;156;Réelle
07:30:00;86;Réelle
07:00:00;88;Réelle
06:30:00;84;Réelle
06:00:00;74;Réelle
05:30:00;100;Réelle
05:00:00;154;Réelle
04:30:00;168;Réelle
04:00:00;184;Réelle
03:30:00;144;Réelle
03:00:00;184;Réelle
02:30:00;168;Réelle
02:00:00;164;Réelle
01:30:00;654;Réelle
01:00:00;394;Réelle
00:30:00;168;Réelle

04/10/2023;;
00:00:00;188;Réelle
23:30:00;152;Réelle
23:11:38;322;Réelle
23:00:00;180;Réelle
22:30:00;186;Réelle
22:00:00;150;Réelle
21:30:00;192;Réelle
21:00:00;158;Réelle
20:30:00;124;Réelle
20:00:00;62;Réelle
19:30:00;60;Réelle
19:00:00;92;Réelle
18:30:00;156;Réelle
18:00:00;100;Réelle
17:30:00;76;Réelle
17:00:00;70;Réelle
16:30:00;66;Réelle
16:00:00;66;Réelle
15:30:00;110;Réelle
15:00:00;268;Réelle
14:30:00;60;Réelle
14:00:00;48;Réelle
13:30:00;40;Réelle
13:00:00;96;Réelle
12:30:00;154;Réelle
12:00:00;106;Réelle
11:30:00;62;Réelle
11:00:00;122;Réelle
10:30:00;60;Réelle
10:00:00;30;Réelle
09:30:00;52;Réelle
09:00:00;52;Réelle
08:30:00;32;Réelle
08:00:00;334;Réelle
07:30:00;96;Réelle
07:00:00;42;Réelle
06:30:00;62;Réelle
06:00:00;40;Réelle
05:30:00;88;Réelle
05:00:00;24;Réelle
04:30:00;74;Réelle
04:00:00;94;Réelle
03:30:00;146;Réelle
03:00:00;66;Réelle
02:30:00;58;Réelle
02:00:00;58;Réelle
01:30:00;60;Réelle
01:00:00;26;Réelle
00:30:00;68;Réelle

03/10/2023;;
00:00:00;104;Réelle
23:30:00;108;Réelle
23:00:00;134;Réelle
22:30:00;96;Réelle
22:00:00;54;Réelle
21:30:00;80;Réelle
21:00:00;56;Réelle
20:30:00;338;Réelle
20:00:00;90;Réelle
19:30:00;82;Réelle
19:00:00;96;Réelle
18:30:00;60;Réelle
18:00:00;44;Réelle
17:30:00;78;Réelle
17:00:00;52;Réelle
16:30:00;102;Réelle
16:00:00;124;Réelle
15:30:00;82;Réelle
15:00:00;66;Réelle
14:30:00;66;Réelle
14:00:00;68;Réelle
13:30:00;168;Réelle
13:00:00;66;Réelle
12:30:00;862;Réelle
12:00:00;250;Réelle
11:30:00;56;Réelle
11:00:00;58;Réelle
10:30:00;42;Réelle
10:24:40;292;Réelle
10:00:00;38;Réelle
09:30:00;76;Réelle
09:00:00;54;Réelle
08:30:00;72;Réelle
08:00:00;84;Réelle
07:30:00;64;Réelle
07:00:00;88;Réelle
06:30:00;76;Réelle
06:00:00;72;Réelle
05:30:00;86;Réelle
05:00:00;60;Réelle
04:30:00;66;Réelle
04:00:00;82;Réelle
03:30:00;48;Réelle
03:00:00;78;Réelle
02:30:00;74;Réelle
02:00:00;54;Réelle
01:30:00;86;Réelle
01:00:00;72;Réelle
00:30:00;82;Réelle

02/10/2023;;
00:00:00;96;Réelle
23:30:00;70;Réelle
23:00:00;100;Réelle
22:30:00;62;Réelle
22:00:00;134;Réelle
21:30:00;142;Réelle
21:00:00;128;Réelle
20:30:00;88;Réelle
20:00:00;176;Réelle
19:30:00;76;Réelle
19:00:00;50;Réelle
18:30:00;96;Réelle
18:00:00;112;Réelle
17:30:00;86;Réelle
17:00:00;98;Réelle
16:30:00;84;Réelle
16:00:00;78;Réelle
15:30:00;166;Réelle
15:00:00;446;Réelle
14:30:00;70;Réelle
14:00:00;64;Réelle
13:30:00;70;Réelle
13:00:00;94;Réelle
12:30:00;102;Réelle
12:00:00;90;Réelle
11:30:00;138;Réelle
11:00:00;144;Réelle
10:30:00;1022;Réelle
10:00:00;118;Réelle
09:30:00;80;Réelle
09:00:00;116;Réelle
08:30:00;58;Réelle
08:00:00;108;Réelle
07:30:00;144;Réelle
07:00:00;152;Réelle
06:30:00;86;Réelle
06:00:00;92;Réelle
05:30:00;94;Réelle
05:00:00;74;Réelle
04:30:00;58;Réelle
04:00:00;84;Réelle
03:30:00;70;Réelle
03:00:00;68;Réelle
02:30:00;88;Réelle
02:00:00;64;Réelle
01:30:00;76;Réelle
01:00:00;88;Réelle
00:30:00;58;Réelle

01/10/2023;;
00:00:00;90;Réelle
23:30:00;84;Réelle
23:00:00;68;Réelle
22:30:00;116;Réelle
22:00:00;96;Réelle
21:37:43;398;Réelle
21:30:00;142;Réelle
21:00:00;732;Réelle
20:30:00;1160;Réelle
20:00:00;198;Réelle
19:30:00;164;Réelle
19:00:00;172;Réelle
18:30:00;154;Réelle
18:00:00;214;Réelle
17:30:00;182;Réelle
17:00:00;252;Réelle
16:30:00;280;Réelle
16:00:00;278;Réelle
15:30:00;190;Réelle
15:00:00;200;Réelle
14:30:00;224;Réelle
14:00:00;232;Réelle
13:30:00;144;Réelle
13:00:00;938;Réelle
12:30:00;428;Réelle
12:00:00;1656;Réelle
11:30:00;196;Réelle
11:00:00;82;Réelle
10:30:00;74;Réelle
10:00:00;68;Réelle
09:30:00;98;Réelle
09:00:00;64;Réelle
08:30:00;68;Réelle
08:00:00;80;Réelle
07:30:00;50;Réelle
07:00:00;78;Réelle
06:30:00;74;Réelle
06:00:00;52;Réelle
05:30:00;88;Réelle
05:00:00;60;Réelle
04:30:00;82;Réelle
04:00:00;84;Réelle
03:30:00;66;Réelle
03:00:00;104;Réelle
02:30:00;180;Réelle
02:00:00;272;Réelle
01:30:00;208;Réelle
01:00:00;180;Réelle
00:30:00;88;Réelle

30/09/2023;;
00:00:00;70;Réelle
23:30:00;34;Réelle
23:00:00;54;Réelle
22:30:00;62;Réelle
22:00:00;40;Réelle
21:30:00;76;Réelle
21:00:00;76;Réelle
20:30:00;40;Réelle
20:00:00;62;Réelle
19:30:00;50;Réelle
19:00:00;50;Réelle
18:30:00;70;Réelle
18:00:00;38;Réelle
17:30:00;62;Réelle
17:00:00;60;Réelle
16:30:00;40;Réelle
16:00:00;76;Réelle
15:30:00;36;Réelle
15:00:00;80;Réelle
14:30:00;68;Réelle
14:00:00;86;Réelle
13:30:00;96;Réelle
13:00:00;168;Réelle
12:30:00;72;Réelle
12:00:00;64;Réelle
11:30:00;300;Réelle
11:00:00;112;Réelle
10:30:00;58;Réelle
10:00:00;62;Réelle
09:30:00;84;Réelle
09:00:00;64;Réelle
08:50:45;350;Réelle
08:30:00;66;Réelle
08:00:00;92;Réelle
07:30:00;136;Réelle
07:00:00;120;Réelle
06:30:00;94;Réelle
06:00:00;64;Réelle
05:30:00;92;Réelle
05:00:00;82;Réelle
04:30:00;62;Réelle
04:00:00;100;Réelle
03:30:00;52;Réelle
03:00:00;110;Réelle
02:30:00;58;Réelle
02:00:00;112;Réelle
01:30:00;76;Réelle
01:00:00;102;Réelle
00:30:00;140;Réelle

29/09/2023;;
00:00:00;318;Réelle
23:30:00;270;Réelle
23:00:00;240;Réelle
22:30:00;238;Réelle
22:00:00;180;Réelle
21:30:00;228;Réelle
21:00:00;224;Réelle
20:30:00;218;Réelle
20:00:00;450;Réelle
19:30:00;164;Réelle
19:00:00;200;Réelle
18:30:00;164;Réelle
18:00:00;194;Réelle
17:30:00;184;Réelle
17:00:00;204;Réelle
16:30:00;260;Réelle
16:00:00;280;Réelle
15:30:00;384;Réelle
15:00:00;194;Réelle
14:30:00;256;Réelle
14:00:00;360;Réelle
13:30:00;506;Réelle
13:00:00;204;Réelle
12:30:00;166;Réelle
12:00:00;164;Réelle
11:30:00;138;Réelle
11:00:00;186;Réelle
10:30:00;202;Réelle
10:00:00;242;Réelle
09:30:00;294;Réelle
09:00:00;102;Réelle
08:30:00;68;Réelle
08:00:00;64;Réelle
07:30:00;82;Réelle
07:00:00;54;Réelle
06:30:00;72;Réelle
06:00:00;82;Réelle
05:30:00;48;Réelle
05:00:00;80;Réelle
04:30:00;74;Réelle
04:00:00;56;Réelle
03:30:00;90;Réelle
03:00:00;56;Réelle
02:30:00;88;Réelle
02:00:00;80;Réelle
01:30:00;172;Réelle
01:00:00;218;Réelle
00:30:00;214;Réelle

28/09/2023;;
00:00:00;224;Réelle
23:30:00;756;Réelle
23:00:00;1592;Réelle
22:30:00;1902;Réelle
22:00:00;58;Réelle
21:30:00;46;Réelle
21:00:00;68;Réelle
20:30:00;50;Réelle
20:03:47;196;Réelle
20:00:00;34;Réelle
19:30:00;66;Réelle
19:00:00;58;Réelle
18:30:00;30;Réelle
18:00:00;58;Réelle
17:30:00;66;Réelle
17:00:00;68;Réelle
16:30:00;38;Réelle
16:00:00;48;Réelle
15:30:00;68;Réelle
15:00:00;46;Réelle
14:30:00;38;Réelle
14:00:00;66;Réelle
13:30:00;54;Réelle
13:00:00;32;Réelle
12:30:00;62;Réelle
12:00:00;66;Réelle
11:30:00;68;Réelle
11:00:00;34;Réelle
10:30:00;54;Réelle
10:00:00;76;Réelle
09:30:00;32;Réelle
09:00:00;82;Réelle
08:30:00;120;Réelle
08:00:00;142;Réelle
07:30:00;134;Réelle
07:00:00;60;Réelle
06:30:00;58;Réelle
06:00:00;52;Réelle
05:30:00;32;Réelle
05:00:00;60;Réelle
04:30:00;38;Réelle
04:00:00;46;Réelle
03:30:00;60;Réelle
03:00:00;26;Réelle
02:30:00;56;Réelle
02:00:00;52;Réelle
01:30:00;32;Réelle
01:00:00;60;Réelle
00:30:00;42;Réelle

27/09/2023;;
00:00:00;40;Réelle
23:30:00;96;Réelle
23:00:00;154;Réelle
22:30:00;198;Réelle
22:00:00;210;Réelle
21:30:00;24;Réelle
21:00:00;46;Réelle
20:30:00;60;Réelle
20:00:00;30;Réelle
19:30:00;38;Réelle
19:00:00;58;Réelle
18:30:00;58;Réelle
18:00:00;48;Réelle
17:30:00;38;Réelle
17:00:00;66;Réelle
16:30:00;26;Réelle
16:00:00;66;Réelle
15:30:00;70;Réelle
15:00:00;164;Réelle
14:30:00;60;Réelle
14:00:00;58;Réelle
13:30:00;60;Réelle
13:00:00;32;Réelle
12:30:00;50;Réelle
12:00:00;56;Réelle
11:30:00;26;Réelle
11:00:00;60;Réelle
10:30:00;42;Réelle
10:00:00;40;Réelle
09:30:00;60;Réelle
09:00:00;28;Réelle
08:30:00;54;Réelle
08:00:00;52;Réelle
07:30:00;36;Réelle
07:16:49;68;Réelle
07:00:00;218;Réelle
06:30:00;48;Réelle
06:00:00;46;Réelle
05:30:00;60;Réelle
05:00:00;30;Réelle
04:30:00;50;Réelle
04:00:00;54;Réelle
03:30:00;30;Réelle
03:00:00;58;Réelle
02:30:00;36;Réelle
02:00:00;46;Réelle
01:30:00;56;Réelle
01:00:00;34;Réelle
00:30:00;58;Réelle

26/09/2023;;
00:00:00;64;Réelle
23:30:00;66;Réelle
23:00:00;70;Réelle
22:30:00;92;Réelle
22:00:00;138;Réelle
21:30:00;38;Réelle
21:00:00;56;Réelle
20:30:00;64;Réelle
20:00:00;30;Réelle
19:30:00;44;Réelle
19:00:00;60;Réelle
18:30:00;32;Réelle
18:00:00;32;Réelle
17:30:00;58;Réelle
17:00:00;46;Réelle
16:30:00;24;Réelle
16:00:00;56;Réelle
15:30:00;62;Réelle
15:00:00;22;Réelle
14:30:00;44;Réelle
14:00:00;62;Réelle
13:30:00;34;Réelle
13:00:00;34;Réelle
12:30:00;60;Réelle
12:00:00;56;Réelle
11:30:00;38;Réelle
11:00:00;66;Réelle
10:30:00;70;Réelle
10:00:00;88;Réelle
09:30:00;58;Réelle
09:00:00;78;Réelle
08:30:00;74;Réelle
08:00:00;70;Réelle
07:30:00;88;Réelle
07:00:00;62;Réelle
06:30:00;72;Réelle
06:00:00;84;Réelle
05:30:00;52;Réelle
05:00:00;88;Réelle
04:30:00;74;Réelle
04:00:00;66;Réelle
03:30:00;90;Réelle
03:00:00;62;Réelle
02:30:00;78;Réelle
02:00:00;88;Réelle
01:30:00;58;Réelle
01:00:00;90;Réelle
00:30:00;74;Réelle

25/09/2023;;
00:00:00;90;Réelle
23:30:00;236;Réelle
23:00:00;174;Réelle
22:30:00;194;Réelle
22:00:00;172;Réelle
21:30:00;246;Réelle
21:00:00;1272;Réelle
20:30:00;1392;Réelle
20:00:00;114;Réelle
19:30:00;100;Réelle
19:00:00;102;Réelle
18:30:00;134;Réelle
18:29:52;70;Réelle
18:00:00;234;Réelle
17:30:00;134;Réelle
17:00:00;158;Réelle
16:30:00;110;Réelle
16:00:00;116;Réelle
15:30:00;140;Réelle
15:00:00;174;Réelle
14:30:00;262;Réelle
14:00:00;828;Réelle
13:30:00;594;Réelle
13:00:00;1336;Réelle
12:30:00;1408;Réelle
12:00:00;62;Réelle
11:30:00;88;Réelle
11:00:00;122;Réelle
10:30:00;122;Réelle
10:00:00;76;Réelle
09:30:00;68;Réelle
09:00:00;62;Réelle
08:30:00;80;Réelle
08:00:00;56;Réelle
07:30:00;84;Réelle
07:00:00;58;Réelle
06:30:00;74;Réelle
06:00:00;70;Réelle
05:30:00;70;Réelle
05:00:00;96;Réelle
04:30:00;80;Réelle
04:00:00;100;Réelle
03:30:00;154;Réelle
03:00:00;144;Réelle
02:30:00;88;Réelle
02:00:00;90;Réelle
01:30:00;88;Réelle
01:00:00;60;Réelle
00:30:00;90;Réelle

24/09/2023;;
00:00:00;86;Réelle
23:30:00;76;Réelle
23:00:00;64;Réelle
22:30:00;144;Réelle
22:00:00;122;Réelle
21:30:00;168;Réelle
21:00:00;116;Réelle
20:30:00;118;Réelle
20:00:00;114;Réelle
19:30:00;122;Réelle
19:00:00;888;Réelle
18:30:00;1002;Réelle
18:00:00;146;Réelle
17:30:00;112;Réelle
17:00:00;152;Réelle
16:30:00;56;Réelle
16:00:00;88;Réelle
15:30:00;142;Réelle
15:00:00;194;Réelle
14:30:00;194;Réelle
14:00:00;202;Réelle
13:30:00;288;Réelle
13:00:00;304;Réelle
12:30:00;1324;Réelle
12:00:00;172;Réelle
11:30:00;102;Réelle
11:00:00;118;Réelle
10:30:00;98;Réelle
10:00:00;98;Réelle
09:30:00;118;Réelle
09:00:00;62;Réelle
08:30:00;96;Réelle
08:00:00;80;Réelle
07:30:00;76;Réelle
07:00:00;88;Réelle
06:30:00;28;Réelle
06:00:00;82;Réelle
05:42:54;36;Réelle
05:30:00;48;Réelle
05:00:00;70;Réelle
04:30:00;44;Réelle
04:00:00;72;Réelle
03:30:00;46;Réelle
03:00:00;80;Réelle
02:30:00;52;Réelle
